Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2,Conf,Run
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,23,22,0.893863,1385,1238,667.9205,597.0293,0.46,seg_small_optA_r560_acc16_lr1e4
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,9,4,0.884525,5099,4546,2459.0085,2192.3225,0.46,seg_small_optA_r560_acc16_lr1e4
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,22,17,0.858378,925,794,446.0841,382.909,0.46,seg_small_optA_r560_acc16_lr1e4
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,18,0.0,157,0,75.7137,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,19,0.0,74,0,35.6867,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,20,0.0,28,0,13.5031,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,3,9,0.96484,9583,9529,4621.4313,4595.3897,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,1,8,0.961682,7782,8037,3752.8935,3875.8681,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,16,22,0.961094,5585,5605,2693.3835,2703.0285,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,15,36,0.959794,3095,2998,1492.5733,1445.7948,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,21,3,0.959505,5273,5179,2542.9205,2497.5887,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,5,32,0.958555,4417,4420,2130.1119,2131.5586,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,38,21,0.958138,9361,9396,4514.3711,4531.25,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,26,13,0.957182,8960,8821,4320.9877,4253.9545,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,28,4,0.955556,2873,2847,1385.5131,1372.9745,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,29,25,0.95219,3959,3840,1909.24,1851.8519,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,8,30,0.950488,2767,2827,1334.3943,1363.3295,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,23,34,0.949284,3297,3237,1589.9884,1561.0532,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,10,2,0.944471,7919,8084,3818.9622,3898.534,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,11,10,0.942563,1952,2005,941.358,966.9174,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,7,15,0.942292,3488,3479,1682.0988,1677.7585,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,19,1,0.940402,1418,1382,683.8349,666.4738,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,33,37,0.93962,18128,18300,8742.284,8825.2315,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,37,24,0.938023,3429,3513,1653.6458,1694.1551,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,0,31,0.935309,4444,4501,2143.1327,2170.6211,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,9,7,0.934964,3637,3801,1753.9545,1833.044,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,17,17,0.930422,2773,2665,1337.2878,1285.2045,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,6,14,0.925926,3111,3129,1500.2894,1508.9699,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,18,27,0.917674,3640,3814,1755.4012,1839.3133,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,14,5,0.917511,5640,6099,2719.9074,2941.2616,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,30,12,0.916071,2709,2656,1306.4236,1280.8642,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,24,0,0.912341,1671,1645,805.8449,793.3063,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,12,28,0.909636,2640,2453,1273.1481,1182.9668,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,32,26,0.899033,1718,1818,828.5108,876.7361,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,13,29,0.898346,2460,2246,1186.3426,1083.1404,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,25,16,0.869398,712,748,343.3642,360.7253,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,27,6,0.855,684,800,329.8611,385.8025,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,2,33,0.588216,17971,11033,8666.5702,5320.6983,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,20,35,0.558996,7591,4393,3660.7832,2118.5378,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,4,-1,0.0,0,6933,0.0,3343.4606,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,22,-1,0.0,0,3338,0.0,1609.7608,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,31,-1,0.0,0,4357,0.0,2101.1767,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,34,-1,0.0,0,1623,0.0,782.6968,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,35,-1,0.0,0,4120,0.0,1986.8827,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,36,-1,0.0,0,2942,0.0,1418.7886,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,39,-1,0.0,0,6706,0.0,3233.9892,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,11,0.0,8531,0,4114.1011,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,18,0.0,6630,0,3197.338,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,19,0.0,1186,0,571.9522,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,20,0.0,439,0,211.7091,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,23,0.0,10063,0,4852.9128,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,15,8,0.967198,27366,26848,13197.338,12947.5309,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,14,15,0.957353,5630,5431,2715.0849,2619.1165,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,2,10,0.957165,3135,3079,1511.8634,1484.8573,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,22,18,0.9569,2616,2560,1261.5741,1234.5679,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,4,12,0.956552,5669,5724,2733.8927,2760.4167,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,13,3,0.951267,1506,1497,726.2731,721.9329,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,11,9,0.948295,6222,6062,3000.5787,2923.4182,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,12,4,0.945827,1987,2000,958.2369,964.5062,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,8,6,0.942879,1263,1220,609.0856,588.3488,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,10,7,0.94202,3250,3114,1567.3225,1501.7361,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,0,25,0.941597,13339,12991,6432.7739,6264.9498,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,3,16,0.939489,6639,6951,3201.6782,3352.1412,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,7,17,0.938493,4295,4120,2071.277,1986.8827,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,19,2,0.936819,2741,2593,1321.8557,1250.4823,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,17,14,0.936375,1633,1593,787.5193,768.2292,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,1,11,0.936084,3122,3118,1505.5941,1503.6651,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,20,1,0.93591,1913,1893,922.5502,912.9051,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,5,13,0.935855,4693,4572,2263.2137,2204.8611,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,25,24,0.935608,4609,4469,2222.7045,2155.189,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,6,0,0.933305,4542,4676,2190.3935,2255.0154,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,28,30,0.927414,12852,12958,6197.9167,6249.0355,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,16,26,0.924476,1794,1697,865.162,818.3835,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,9,5,0.914055,977,916,471.1613,441.7438,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,26,23,0.913529,688,684,331.7901,329.8611,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,23,28,0.882051,183,184,88.2523,88.7346,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,18,29,0.876695,4705,4153,2269.0008,2002.7971,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,24,19,0.875,229,221,110.436,106.5779,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,21,20,0.668068,3763,5363,1814.7184,2586.3233,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,27,27,0.662791,168,118,81.0185,56.9059,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,FP,29,-1,0.0,0,17552,0.0,8464.5062,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,FN,-1,21,0.0,1588,0,765.8179,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,FN,-1,22,0.0,5685,0,2741.6088,0.0,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,1,14,0.962274,3628,3550,1749.6142,1711.9985,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,10,11,0.954488,7031,6926,3390.7215,3340.0849,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0,16,0.954096,4793,4700,2311.439,2266.5895,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,9,2,0.948084,6749,6722,3254.7261,3241.7052,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,5,10,0.944591,1860,1825,896.9907,880.1119,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,3,1,0.942247,5049,4771,2434.8958,2300.8295,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,2,9,0.94209,5666,5468,2732.446,2636.9599,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,13,12,0.938559,4162,4073,2007.1373,1964.2168,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,6,8,0.929403,2770,2696,1335.841,1300.1543,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,11,0,0.927994,2501,2506,1206.115,1208.5262,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,8,15,0.92725,1578,1548,760.9954,746.5278,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,7,7,0.925731,2635,2499,1270.7369,1205.1505,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,4,6,0.920618,1859,1746,896.5085,842.0139,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,12,5,0.898225,766,838,369.4059,404.1281,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,14,4,0.876998,3495,3082,1685.4745,1486.304,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,17,3,0.871342,2118,1911,1021.412,921.5856,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,15,13,0.844227,3966,3398,1912.6157,1638.696,0.46,seg_small_optA_r560_acc16_lr1e4
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,FP,16,-1,0.0,0,220,0.0,106.0957,0.46,seg_small_optA_r560_acc16_lr1e4
