Tile,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,TP,3,2,0.6826363888119634,3558,2518,41.00532187535384,29.019505475587685
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,TP,11,3,0.5289747399702823,1037,1021,11.951241929382219,11.766844754001202
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,2,-1,0.0,0,3868,0.0,44.57801714836106
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,9,-1,0.0,0,6426,0.0,74.0585155624013
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,15,-1,0.0,0,4228,0.0,48.726953594433965
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,18,-1,0.0,0,479,0.0,5.520390437969222
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,19,-1,0.0,0,4505,0.0,51.91932969321784
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FP,21,-1,0.0,0,11251,0.0,129.6657887632395
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FN,-1,11,0.0,17506,0,201.75355951375616,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FN,-1,15,0.0,13312,0,153.41844991700685,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c0.jpg,FN,-1,19,0.0,8359,0,96.33599931312051,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,14,0,0.9339520634348532,21216,21710,244.51065455522968,250.2039173451186
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,9,1,0.9172962226640159,7041,7425,81.14628199110916,85.5718142002536
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,3,13,0.9107519325368939,5263,5613,60.65514587689356,64.68883408835333
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,8,18,0.9080255015938496,10050,10301,115.82447578620184,118.71720647499156
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,15,21,0.8861474435196195,6049,6641,69.71365711748606,76.53635260658372
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,12,6,0.8734125911915699,6981,6886,80.45479258343035,79.35993435460556
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,1,2,0.8715591368773998,17900,16707,206.29433995751373,192.5452255681666
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,16,9,0.8687956204379562,5059,5182,58.30408189078558,59.72163517652716
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,20,11,0.8684824902723736,3442,3761,39.66844235384146,43.34486103800051
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,6,20,0.865893753244506,5500,5283,63.38652903722489,60.88564234611983
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,7,14,0.8656621392190152,4482,4309,51.65425875360763,49.66046429480037
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,5,15,0.8499372647427854,3880,3492,44.716315029896826,40.244683526907146
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,11,17,0.8476321207961565,5791,4977,66.74025266446715,57.35904636695786
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,2,19,0.8329727390739939,4493,3979,51.78103181168208,45.857272552566876
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,18,7,0.8134981968057702,11858,12782,136.66135660425687,147.31029348251064
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,17,5,0.8103527256069629,7779,8029,89.65160170555862,92.53280757088702
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,22,16,0.798941798941799,1723,2017,19.85727082384336,23.245568921469562
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,10,4,0.778727634194831,4806,4141,55.38830155507324,47.724293953299686
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,21,3,0.7277327935222672,739,968,8.516844537910762,11.15602911055158
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,0,12,0.6488772052069807,29740,22320,342.7482497394669,257.2340596565199
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,TP,19,8,0.5746696814483258,58331,44043,672.2544773218846,507.58779970663556
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,FP,4,-1,0.0,0,8854,0.0,102.04078692647076
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,FP,13,-1,0.0,0,20068,0.0,231.28015722164164
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c1.jpg,FN,-1,10,0.0,2188,0,25.21631373335419,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,11,0,0.8477204350844711,3980,4004,45.86879737602819,46.14539313909972
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,0,1,0.8414284509655114,20606,23069,237.48051224382837,265.8661524290438
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,2,2,0.8250818724715855,4802,4672,55.34220226122798,53.84397521125722
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,9,3,0.7974347633790358,2170,1894,25.008866911050546,21.82801563572799
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,3,7,0.727722203058526,7190,7836,82.8634806868449,90.30851664285349
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,TP,1,6,0.6814625850340136,8014,11760,92.35993521896732,135.53192390504813
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,4,-1,0.0,0,10328,0.0,119.02837670844703
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,5,-1,0.0,0,9527,0.0,109.79699311593481
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,6,-1,0.0,0,5167,0.0,59.54876282460745
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,7,-1,0.0,0,12819,0.0,147.73671195057923
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,8,-1,0.0,0,1777,0.0,20.479611290754296
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FP,10,-1,0.0,0,2026,0.0,23.349292332621385
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FN,-1,4,0.0,23784,0,274.106401203883,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r0c2.jpg,FN,-1,5,0.0,33189,0,382.4973658575376,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c0.jpg,TP,0,0,0.6396166134185304,1500,1066,17.287235191970424,12.285461809760314
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,1,2,0.8973509933774835,19614,17631,226.04788737020527,203.19416244642036
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,3,13,0.8881721988694014,13302,12751,153.3032016823937,146.95302395520991
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,2,7,0.8736826142997953,23433,25991,270.06118816896196,299.54168658300216
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,0,9,0.8692646818701355,17270,17074,199.03370117688615,196.77483577846868
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,11,4,0.8685275942893671,4212,4557,48.54255641905295,52.518620513206145
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,6,12,0.8594660938938324,12216,12024,140.78724340340713,138.57447729883492
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,9,8,0.8560105680317041,20580,18760,237.18086683383422,216.20568813424345
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,10,3,0.8446701549194624,9388,8592,108.19504265481223,99.02128317960658
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,5,0,0.8415549597855227,7302,6436,84.15426091451202,74.17376379701443
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,8,6,0.8402212321401137,6127,5851,70.61259334746852,67.43174207214597
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,4,5,0.83578131374949,16981,19015,195.70302719656652,219.1445181168784
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,7,1,0.7874859977596416,5828,5342,67.16667113253575,61.56560693033734
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,TP,13,10,0.6942620957938245,7952,5985,91.64539616436588,68.97606841596199
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,FP,12,-1,0.0,0,8692,0.0,100.17376552573795
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c1.jpg,FN,-1,11,0.0,18562,0,213.92377308890335,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,0,5,0.9221087314662273,14554,14614,167.73228065595836,168.4237700636372
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,3,4,0.9187741105872268,27246,26472,314.00534002695076,305.08512666789403
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,1,6,0.9103612815269257,19499,19736,224.7225326721542,227.45391583248554
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,2,0,0.8926241846462619,18425,19295,212.34487227470336,222.37146868604623
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,6,3,0.8446784696784697,18623,17636,214.62678732004346,203.25178656372694
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,4,9,0.8102515871149777,3838,3861,44.232272444521655,44.497343384131874
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,TP,7,7,0.7828368575397437,11148,11954,128.4787319467242,137.76773965654297
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FP,5,-1,0.0,0,21446,0.0,247.1613639513318
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FP,8,-1,0.0,0,17420,0.0,200.7624246960832
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FP,9,-1,0.0,0,21670,0.0,249.74292440666605
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FP,10,-1,0.0,0,17317,0.0,199.5753678795679
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FN,-1,1,0.0,809,0,9.323582180202715,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FN,-1,2,0.0,44340,0,511.01067227464574,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r1c2.jpg,FN,-1,8,0.0,32081,0,369.72786146240213,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,2,8,0.9164380429812529,8134,8631,93.74291403432495,99.47075129459782
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,0,10,0.8742214646299089,28714,28461,330.92378086815916,328.00800053244683
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,5,1,0.8595348837209302,16465,17518,189.7562182905287,201.8918573952919
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,1,6,0.8558150971231866,18630,19108,214.70746108427267,220.21632669878056
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,6,0,0.854912358226543,18312,19467,211.04256722357493,224.35373832139217
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,4,5,0.8236751548520302,6453,6796,74.36968579585677,78.32270024308734
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,7,9,0.7462920535391294,8166,6316,94.11170838508698,72.7907849816568
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,3,4,0.7037607391797698,12267,8754,141.37500939993413,100.8883045803394
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,TP,8,7,0.5871023758781277,12370,7737,142.56206621644944,89.16755912018344
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,FP,9,-1,0.0,0,6316,0.0,72.7907849816568
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,FN,-1,2,0.0,3140,0,36.187945668524755,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c0.jpg,FN,-1,3,0.0,2300,0,26.507093961021315,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,16,6,0.9047913968808062,16453,17378,189.61792040899292,200.278382110708
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,17,2,0.9034661960092171,19743,19082,227.5345895967147,219.9166812887864
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,0,18,0.8978159949356405,17769,18206,204.78458808408163,209.82093593667568
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,18,16,0.8841960474947913,45739,47410,527.1339002970235,546.3918803008785
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,12,11,0.8780592070107941,9050,8523,104.29965232488823,98.22607036077595
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,25,19,0.8758659911074346,35802,36764,412.6117295619501,423.69860973173377
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,6,13,0.8712778429073857,42063,45728,484.7686492532346,527.007127238949
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,3,17,0.8711100966293844,12923,11669,148.93529359055586,134.48316497006857
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,13,8,0.8624670484501409,10146,10343,116.93085883848795,119.20124906036673
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,2,1,0.8529029902219337,48070,43267,553.9982637853456,498.6445367006562
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,4,15,0.8456674473067916,8503,7259,97.99557389154967,83.65869350567554
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,8,0,0.8443313518368045,20745,22381,239.08246270495096,257.93707388766006
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,5,3,0.8226854358419058,10919,9280,125.83954737408337,106.95036172099036
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,7,4,0.8201144726083401,5238,5892,60.36702529036072,67.90425983405983
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,11,20,0.8075691960082847,4911,4689,56.598408018511165,54.03989721009955
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,19,12,0.8015748031496063,4302,4850,49.579790530571174,55.895393787371034
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,10,5,0.784493041749503,6143,7321,70.79699052284954,84.37323256027697
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,9,9,0.7271531510923024,17377,12824,200.2668572872467,147.7943360678858
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,TP,20,21,0.714178544636159,1250,1035,14.40602932664202,11.928192282459593
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,1,-1,0.0,0,8420,0.0,97.03901354426064
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,14,-1,0.0,0,8855,0.0,102.05231174993207
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,15,-1,0.0,0,38822,0.0,447.4166964151172
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,21,-1,0.0,0,22955,0.0,264.55232255445407
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,22,-1,0.0,0,11468,0.0,132.16667545434456
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,23,-1,0.0,0,14898,0.0,171.69681992665025
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,24,-1,0.0,0,397,0.0,4.5753549141415055
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FP,26,-1,0.0,0,9941,0.0,114.56827002891866
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FN,-1,7,0.0,26216,0,302.13477186179773,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FN,-1,10,0.0,13638,0,157.1755423653951,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c1.jpg,FN,-1,14,0.0,828,0,9.542553825967675,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,6,3,0.896817857990976,16268,15682,187.4858280686499,180.73228152032013
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,5,4,0.8870555839310698,41517,43459,478.4760956433574,500.8573028052284
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,9,2,0.8854341736694678,3255,3476,37.51330036657582,40.06028635152613
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,1,5,0.8829666591063733,25184,24628,290.2411540497221,283.83335220523173
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,0,11,0.8808541081943757,16568,17609,190.94327510704397,202.94061633027147
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,3,0,0.8762343207899653,14357,13764,165.46189043407958,158.6276701215206
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,7,9,0.861786769720391,4157,4033,47.9086911286807,46.47961301947781
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,2,6,0.8546345855635036,18376,18700,211.780155925099,215.51419872656462
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,8,1,0.8138747884940778,1061,1083,12.227837692453747,12.481383808602645
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,4,7,0.7754812563323201,13948,12338,160.74823763840232,142.1932718656874
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,TP,12,8,0.738135593220339,1062,989,12.23936251591506,11.398050403239166
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,FP,10,-1,0.0,0,5229,0.0,60.263301879208896
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,FP,11,-1,0.0,0,7649,0.0,88.15337465558785
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,FN,-1,10,0.0,1002,0,11.547873108236242,0.0
ROSILHA-M-B_011_jpg.rf.4a966541cdff84d474cd4516dd35b742_r2c2.jpg,FN,-1,12,0.0,805,0,9.277482886357461,0.0
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,3,7,0.8844011142061281,4507,4964,51.94237934014047,57.20922366196079
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,0,0,0.8829850041327193,7525,8422,86.72429654638496,97.06206319118327
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,5,2,0.8822652757078987,1862,1927,21.459221284965952,22.20833480995134
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,15,13,0.8741586783601877,9178,9200,105.77482972793636,106.02837584408526
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,10,1,0.8708920187793427,1493,1695,17.206561427741228,19.53457576692658
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,9,12,0.8566456384598651,7876,9194,90.76950958130604,105.95922690331739
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,2,8,0.8532751977286555,8461,9816,97.5115313061745,113.12766709625446
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,1,5,0.8519770192632646,13277,14123,153.01508109586086,162.7650817441322
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,6,4,0.8245875818618917,10470,11540,120.66490163995356,132.99646274355914
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,7,9,0.8209578913532626,2562,3103,29.526597707885482,35.76152720045615
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,17,10,0.7968851395197923,5087,5989,58.62677694770236,69.02216770980725
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,16,15,0.7803860198226396,1568,1845,18.07092318733975,21.263299286123623
ROSILHA-M-D_006_jpg.rf.4bf38cf5314617b13c7c11445fe40b04_r0c0.jpg,TP,8,6,0.7408611796366898,6666,8859,76.82447319311656,102.09841104377732
