Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2,Conf,Run
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,3,3,0.955818,5443,5314,2624.9035,2562.6929,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,21,26,0.952817,2076,1980,1001.1574,954.8611,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,19,28,0.947592,2809,2691,1354.6489,1297.7431,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,13,23,0.94276,5263,5055,2538.098,2437.7894,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,10,7,0.941736,4205,3960,2027.8742,1909.7222,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,6,24,0.936405,5708,5345,2752.7006,2577.6427,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,1,11,0.934948,5119,4786,2468.6535,2308.0633,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,8,15,0.934684,3748,3509,1807.4846,1692.2261,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,18,13,0.934595,4750,4449,2290.7022,2145.544,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,4,27,0.934384,2341,2199,1128.9545,1060.4745,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,17,16,0.93186,1629,1518,785.5903,732.0602,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,5,10,0.927848,4026,3776,1941.5509,1820.9877,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,11,0,0.91838,3305,3041,1593.8465,1466.5316,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,25,2,0.910615,3728,3796,1797.8395,1830.6327,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,14,21,0.906788,1968,1796,949.0741,866.1265,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,7,1,0.905834,5627,5120,2713.6381,2469.1358,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,12,6,0.904087,4180,3880,2015.8179,1871.142,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,2,12,0.901096,6481,5840,3125.4823,2816.358,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,16,14,0.886834,4595,4075,2215.9529,1965.1813,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,20,17,0.886486,925,820,446.0841,395.4475,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,22,22,0.883032,1385,1223,667.9205,589.7955,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,TP,9,4,0.877901,5107,4521,2462.8665,2180.2662,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,18,0.0,158,0,76.196,0.0,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,19,0.0,74,0,35.6867,0.0,0.44,seg_large_r672_auto
ZAZA-G_010_jpg.rf.cd14098445a0a54c10014aaa7d8f975c.jpg,FN,-1,20,0.0,30,0,14.4676,0.0,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,28,36,0.971266,3107,3136,1498.3603,1512.3457,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,0,9,0.968608,9594,9470,4626.7361,4566.9367,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,12,13,0.967746,8965,8788,4323.3989,4238.0401,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,29,6,0.965957,686,700,330.8256,337.5772,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,1,8,0.96572,7791,7921,3757.2338,3819.9267,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,4,15,0.96178,3494,3384,1684.9923,1631.9444,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,11,22,0.960175,5593,5580,2697.2415,2690.9722,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,19,7,0.958533,3645,3723,1757.8125,1795.4282,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,26,2,0.958059,7920,8140,3819.4444,3925.5401,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,2,3,0.956644,5277,5148,2544.8495,2482.6389,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,20,10,0.956201,1953,2022,941.8403,975.1157,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,8,31,0.955649,4449,4414,2145.544,2128.6651,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,21,25,0.955572,3968,3823,1913.5802,1843.6535,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,9,4,0.951674,2873,2781,1385.5131,1341.1458,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,16,34,0.950907,3303,3254,1592.8819,1569.2515,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,13,30,0.950888,2775,2826,1338.2523,1362.8472,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,30,24,0.949271,3436,3519,1657.0216,1697.0486,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,3,32,0.946971,4421,4354,2132.0409,2099.7299,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,22,5,0.942852,5643,5882,2721.3542,2836.6127,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,15,17,0.938506,2783,2639,1342.1103,1272.6659,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,14,14,0.938225,3116,3065,1502.7006,1478.1057,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,23,1,0.936453,1418,1355,683.8349,653.4529,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,40,12,0.932761,2715,2689,1309.3171,1296.7785,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,43,19,0.9241,1189,1270,573.3989,612.4614,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,36,0,0.922353,1671,1597,805.8449,770.1582,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,27,27,0.92167,3648,3810,1759.2593,1837.3843,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,25,16,0.910428,712,717,343.3642,345.7755,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,31,26,0.908157,1726,1619,832.3688,780.7677,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,10,28,0.907588,2644,2434,1275.0772,1173.804,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,6,29,0.886153,2468,2204,1190.2006,1062.8858,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,42,37,0.851315,18142,16709,8749.0355,8057.9668,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,34,21,0.75976,9378,7345,4522.5694,3542.1489,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,18,23,0.641942,10078,6591,4860.1466,3178.5301,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,5,33,0.593384,17987,11156,8674.2863,5380.0154,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,17,35,0.562281,7597,4456,3663.6767,2148.9198,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,TP,38,11,0.500986,8543,4403,4119.8881,2123.3603,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,7,-1,0.0,0,6916,0.0,3335.2623,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,24,-1,0.0,0,3215,0.0,1550.4437,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,32,-1,0.0,0,1726,0.0,832.3688,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,33,-1,0.0,0,4118,0.0,1985.9182,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,35,-1,0.0,0,3092,0.0,1491.1265,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,37,-1,0.0,0,2815,0.0,1357.5424,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,39,-1,0.0,0,1825,0.0,880.1119,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,41,-1,0.0,0,6642,0.0,3203.125,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,44,-1,0.0,0,1463,0.0,705.5363,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FP,45,-1,0.0,0,1780,0.0,858.4105,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,18,0.0,6640,0,3202.1605,0.0,0.44,seg_large_r672_auto
ZAINA-679-B_010_jpg.rf.4a3c6644c7fdcdc349eacebe9a97fbd7.jpg,FN,-1,20,0.0,440,0,212.1914,0.0,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,21,18,0.967864,2619,2586,1263.0208,1247.1065,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,4,8,0.965859,27388,26911,13207.9475,12977.9128,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,5,12,0.95923,5670,5623,2734.375,2711.7091,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,1,15,0.955501,5634,5440,2717.0139,2623.4568,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,28,20,0.951983,3770,3710,1818.0941,1789.159,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,0,25,0.948851,13352,13014,6439.0432,6276.0417,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,8,10,0.948303,3139,3117,1513.7924,1503.1829,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,14,17,0.94772,4304,4153,2075.6173,2002.7971,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,6,9,0.946341,6233,6027,3005.8835,2906.5394,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,9,7,0.941088,3252,3206,1568.287,1546.1034,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,11,6,0.939322,1264,1197,609.5679,577.2569,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,13,4,0.938976,1997,1943,963.0594,937.0177,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,20,24,0.938235,4614,4455,2225.1157,2148.4375,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,7,11,0.937579,3125,3021,1507.0409,1456.8866,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,2,16,0.937544,6642,7039,3203.125,3394.5795,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,19,13,0.936394,4697,4497,2265.1427,2168.6921,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,12,14,0.934994,1638,1547,789.9306,746.0455,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,3,0,0.931151,4556,4588,2197.1451,2212.5772,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,10,3,0.926546,1506,1484,726.2731,715.6636,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,18,2,0.925325,2746,2591,1324.267,1249.5177,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,27,21,0.922557,1591,1537,767.2647,741.223,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,16,1,0.918219,1916,1790,923.9969,863.233,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,24,23,0.916064,689,635,332.2724,306.2307,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,17,26,0.914716,1794,1641,865.162,791.3773,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,15,5,0.911089,978,935,471.6435,450.9066,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,22,19,0.90678,233,217,112.365,104.6489,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,23,29,0.88566,4705,4184,2269.0008,2017.7469,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,25,28,0.829016,183,170,88.2523,81.983,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,30,30,0.611307,12876,8100,6209.4907,3906.25,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,TP,26,27,0.535714,168,90,81.0185,43.4028,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,FP,29,-1,0.0,0,69,0.0,33.2755,0.44,seg_large_r672_auto
TP-B_001_jpg.rf.476ac40460a2659ffbad7973abf99d86.jpg,FN,-1,22,0.0,5688,0,2743.0556,0.0,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0,16,0.961578,4795,4650,2312.4035,2242.4769,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,1,14,0.957048,3631,3477,1751.061,1676.794,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,8,2,0.954336,6756,6811,3258.1019,3284.6258,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,15,12,0.95237,4173,4025,2012.4421,1941.0687,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,11,0,0.951651,2503,2462,1207.0795,1187.3071,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,5,6,0.949495,1861,1806,897.473,870.9491,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,2,9,0.949265,5671,5471,2734.8573,2638.4066,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,3,10,0.949198,1861,1784,897.473,860.3395,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,9,8,0.947612,2775,2690,1338.2523,1297.2608,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,7,1,0.943139,5053,4789,2436.8248,2309.51,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,13,5,0.94201,769,738,370.8526,355.9028,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,6,15,0.937539,1578,1555,760.9954,749.9035,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,10,7,0.934947,2638,2478,1272.1836,1195.0231,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,12,3,0.923968,2118,2032,1021.412,979.9383,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,16,11,0.915294,7040,6911,3395.0617,3332.8511,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,4,4,0.900257,3498,3151,1686.9213,1519.5795,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,17,13,0.789421,3970,3236,1914.5448,1560.571,0.44,seg_large_r672_auto
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,FP,14,-1,0.0,0,199,0.0,95.9684,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,45,33,0.971426,9768,9895,4710.6481,4771.8943,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0,36,0.963522,5494,5433,2649.4985,2620.081,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,2,21,0.960703,1859,1933,896.5085,932.1952,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,3,3,0.960309,1798,1758,867.091,847.8009,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,8,26,0.960185,2092,2142,1008.8735,1032.9861,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,37,37,0.95753,5950,6034,2869.4059,2909.9151,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,9,22,0.954991,1696,1692,817.9012,815.9722,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,4,4,0.950355,1968,1882,949.0741,907.6003,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,14,17,0.949209,2040,2028,983.7963,978.0093,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,5,31,0.947267,2031,1994,979.456,961.6127,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,12,1,0.94428,1634,1646,788.0015,793.7886,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,36,38,0.942686,4088,4013,1971.4506,1935.2816,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,6,23,0.942034,2670,2657,1287.6157,1281.3465,0.44,seg_large_r672_auto
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,11,9,0.941453,3101,3100,1495.4668,1494.9846,0.44,seg_large_r672_auto
