Image,Type,IoU,GT_Area_um2,AI_Area_um2,Area_Err_%
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.927,1072.5471,1068.5837,-0.37
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.922,1587.1861,1654.625,4.25
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9211,1065.3381,1112.9372,4.47
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9187,1809.3353,1876.0563,3.69
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9141,2335.8722,2483.0144,6.3
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9122,942.717,941.2737,-0.15
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.911,1440.0438,1440.0438,0.0
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9108,2515.8365,2589.0412,2.91
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9092,1086.6137,1044.4139,-3.88
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9087,659.6125,697.1235,5.69
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9083,1438.9595,1539.5795,6.99
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9048,1948.9096,1912.483,-1.87
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.904,1524.4285,1559.4118,2.29
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.9009,1247.8226,1298.3083,4.05
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8979,1281.3626,1379.096,7.63
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8923,1109.3327,1190.4793,7.31
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8828,759.8736,816.1325,7.4
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8795,742.5614,810.3593,9.13
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8729,864.457,936.9438,8.39
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8685,760.2325,751.9391,-1.09
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8676,472.4391,488.667,3.44
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8645,702.8892,790.527,12.47
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8605,731.3814,798.4614,9.17
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8298,967.2383,1064.6127,10.07
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.8254,819.3781,854.7203,4.31
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7878,369.299,402.4725,8.98
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7696,279.5,315.9191,13.03
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7591,98.8177,75.0144,-24.09
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7405,4760.4664,3859.2238,-18.93
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7258,163.0111,184.2868,13.05
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.7119,2573.8977,2037.9831,-20.82
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.6723,82.2235,61.3068,-25.44
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,0.5015,4743.5132,9048.1348,90.75
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,0.2339,,703.9736,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,0.5879,,3179.779,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,1090.9437,,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,1018.0904,,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,4046.0383,,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,792.6882,,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,1309.4883,,
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,0.0,1581.7718,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9613,706.4937,683.4158,-3.27
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9523,3110.5303,3056.4325,-1.74
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.942,6234.4092,6218.8993,-0.25
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9393,1026.7428,1057.4037,2.99
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9391,2725.3699,2824.5466,3.64
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9346,3791.4259,3947.9384,4.13
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9337,3550.5137,3616.5094,1.86
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9327,1933.3997,1969.8263,1.88
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9316,1119.4283,1121.597,0.19
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9312,1017.0061,1048.0259,3.05
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9294,1485.1228,1511.0873,1.75
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9244,1752.7174,1800.683,2.74
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9217,1193.3659,1212.8393,1.63
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9203,1080.1226,1101.3983,1.97
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9149,949.2082,956.7837,0.8
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9128,1812.9473,1928.7108,6.39
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.903,1033.9593,1067.4993,3.24
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.9017,1074.7083,1045.8572,-2.68
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8929,776.8193,810.3593,4.32
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.892,956.4247,1034.6772,8.18
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8867,2164.5677,2435.0489,12.5
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8864,1845.403,1946.023,5.45
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8849,538.4348,548.5379,1.88
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8782,445.0313,450.4381,1.22
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8689,480.7325,470.2779,-2.18
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8635,780.0649,785.1127,0.65
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8479,1342.3104,1339.4238,-0.21
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.844,515.7158,494.4402,-4.13
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.8115,472.0802,494.7991,4.81
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0.6983,54.0977,55.541,2.67
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,0.4662,,2099.6563,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,0.2552,,1727.8297,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,0.0,,53.0134,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,62.0322,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,1278.835,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,72.1278,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,10.821,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,112.5179,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,114.3202,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,11.8979,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,41.8334,,
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,0.0,425.199,,
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9683,4847.7452,4902.5609,1.13
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9655,5050.0621,5073.14,0.46
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.962,4525.3275,4561.3951,0.8
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.961,11814.9717,11922.4417,0.91
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9603,6143.8849,6185.3593,0.68
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9572,7346.6285,7457.7031,1.51
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9522,5132.2856,5138.7767,0.13
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9491,2343.4477,2452.0021,4.63
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9463,1199.857,1203.4616,0.3
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9448,2864.9367,2852.6723,-0.43
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9434,1849.0075,1876.0563,1.46
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9411,1218.2461,1217.1617,-0.09
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9358,2622.2223,2699.039,2.93
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9358,1168.4783,1146.4772,-1.88
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9331,2033.6607,2041.9541,0.41
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9326,3083.4814,3076.9903,-0.21
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9265,739.3158,707.937,-4.24
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9245,790.168,772.8558,-2.19
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9071,1353.8494,1362.1428,0.61
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.9018,1024.5816,1029.6294,0.49
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.8947,1279.5529,1310.2137,2.4
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.8862,763.4781,784.0358,2.69
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.881,951.0104,1067.1403,12.21
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.8628,96.649,89.44,-7.46
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0.7585,67.08,64.1934,-4.3
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,FP,0.2172,,1170.6395,
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,FN,0.0,1590.7906,,
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9519,2871.7868,2854.1157,-0.62
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9516,2497.44,2461.7388,-1.43
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9449,1943.1363,1940.6087,-0.13
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9441,2202.4376,2288.991,3.93
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9317,957.8605,949.5671,-0.87
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.924,2211.4563,2205.6831,-0.26
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9159,2206.7675,2280.3386,3.33
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9144,1440.7617,1478.9906,2.65
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9121,1138.1838,1167.035,2.53
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.909,796.6591,814.3303,2.22
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.9007,1804.6464,1673.373,-7.27
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.886,1037.2049,1033.2414,-0.38
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.8839,534.8303,547.4536,2.36
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.8784,543.4901,548.5379,0.93
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.8529,987.437,860.8525,-12.82
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.7494,162.6522,121.8957,-25.06
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.748,201.599,201.24,-0.18
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0.7314,299.3323,230.809,-22.89
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.9509,5153.9277,5185.299,0.61
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.936,8314.9511,8433.2423,1.42
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.9198,2634.4866,2751.3344,4.44
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.9146,2344.532,2302.3322,-1.8
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.9031,1819.072,1857.6673,2.12
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.8964,2886.9377,2889.4579,0.09
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.8491,258.9423,262.5468,1.39
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.8051,69.9666,56.9843,-18.56
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.7399,13218.2299,17174.8282,29.93
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.7106,7986.7677,10720.7899,34.23
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.6998,5255.2656,3800.8037,-27.68
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,0.5789,5084.6864,3108.0101,-38.88
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,FP,0.0,,75.0144,
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,FP,0.2621,,1488.7273,
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,FN,0.0,2464.6254,,
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.954,1728.5551,1731.4417,0.17
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9446,2535.6689,2516.5544,-0.75
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.942,1308.404,1334.0096,1.96
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9296,950.2925,977.3414,2.85
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9294,1820.8817,1797.4374,-1.29
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9292,1500.9917,1547.155,3.08
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9247,2043.3974,2051.3318,0.39
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9239,2433.972,2508.261,3.05
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9158,901.9605,952.4537,5.6
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9156,670.7925,695.6802,3.71
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9063,998.976,1025.6659,2.67
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.9058,670.4336,708.3035,5.65
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.8971,569.0957,613.8082,7.86
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.8901,1260.4384,1196.245,-5.09
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.8815,763.837,787.2814,3.07
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,TP,0.7706,276.2544,313.7579,13.58
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,FP,0.0,,76.8167,
ROSILHA-M-G_017_jpg.rf.85fc7b8a7b63a2cbb64907a1c82d5d51.jpg,FN,0.0,1430.3071,,
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9332,1980.6398,2067.1932,4.37
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9331,709.0214,738.9569,4.22
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9318,1116.5492,1129.5315,1.16
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9301,754.1003,789.8016,4.73
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9283,1472.8584,1495.2184,1.52
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9276,1605.9341,1651.013,2.81
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9219,647.3482,674.397,4.18
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9148,668.6313,716.5969,7.17
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9097,918.9137,935.1416,1.77
TORDILHA-B_009_jpg.rf.5902113a7929ec9592dc2b09471de461.jpg,TP,0.9087,2143.651,2183.3231,1.85
