Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2,Conf,Half_Mode,Tag
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,15,14,0.917731,1829,1924,659.6132,693.8741,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,17,6,0.915333,3990,4267,1438.9593,1538.857,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,10,32,0.915246,3993,3984,1440.0413,1436.7955,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,31,26,0.905329,6976,7253,2515.8347,2615.7323,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,24,43,0.903742,3013,2940,1086.6126,1060.2858,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,6,28,0.902564,4227,4306,1524.4314,1552.922,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,40,10,0.902482,5404,5326,1948.9063,1920.7763,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,5,33,0.901136,3553,3812,1281.359,1374.7652,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,18,34,0.899214,3460,3550,1247.8194,1280.2771,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,16,5,0.894109,2397,2522,864.4575,909.5377,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,34,39,0.892043,2198,2201,792.6899,793.7718,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,23,7,0.890305,3076,3300,1109.3331,1190.1168,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,28,8,0.889959,7137,7187,2573.898,2591.93,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,4,36,0.887461,2059,2201,742.5607,793.7718,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,20,2,0.88111,2107,2165,759.8715,780.7887,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,8,11,0.869269,1949,2169,702.8902,782.2312,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,22,29,0.864751,1310,1351,472.4403,487.2266,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,13,20,0.862824,2108,2061,760.2321,743.282,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,12,19,0.858403,2028,2185,731.3809,788.0015,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,21,22,0.85392,2614,2399,942.7167,865.1788,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,37,27,0.849686,13200,14192,4760.467,5118.2233,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,27,15,0.83387,2682,3014,967.2404,1086.9733,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,25,30,0.830655,2272,2398,819.3773,864.8182,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,35,31,0.819188,452,534,163.0099,192.5825,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,36,3,0.790929,775,844,279.4971,304.3814,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,26,4,0.789298,1024,1116,369.2969,402.4758,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,32,25,0.755474,274,207,98.8157,74.6528,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,33,18,0.680672,228,172,82.2262,62.0303,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,29,42,0.507155,13153,24660,4743.5168,8893.4179,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,30,-1,0.0,0,1957,0,705.7753,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,38,-1,0.0,0,258,0,93.0455,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FP,39,-1,0.0,0,8630,0,3112.3356,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,9,0.0,3025,0,1090.9404,0,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,13,0.0,2823,0,1018.0908,0,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,16,0.0,11219,0,4046.0363,0,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,40,0.0,3631,0,1309.4891,0,0.46,False,baseline
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,FN,-1,41,0.0,4386,0,1581.7733,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,7,22,0.968198,1959,1940,706.4966,699.6444,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,0,13,0.933621,3309,3420,1193.3625,1233.3938,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,11,25,0.933378,2847,2957,1026.7461,1066.4168,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,9,19,0.931291,5361,5545,1933.3988,1999.7568,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,1,2,0.930018,10513,11026,3791.4234,3976.4325,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,4,15,0.929838,7557,7791,2725.3674,2809.7575,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,25,5,0.928571,2820,2958,1017.0089,1066.7774,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,21,21,0.927944,8625,8285,3110.5324,2987.9143,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,31,8,0.926757,4118,4300,1485.1214,1550.7582,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,2,14,0.925752,2632,2685,949.2082,968.3222,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,24,20,0.924693,9845,10218,3550.5149,3685.0342,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,3,18,0.920739,2995,3136,1080.1211,1130.9716,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,5,7,0.918902,3104,3190,1119.431,1150.4462,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,6,10,0.912325,4860,5086,1752.7174,1834.2224,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,36,9,0.909178,2980,3011,1074.7115,1085.8913,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,33,11,0.901013,5027,5478,1812.9445,1975.5938,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,20,26,0.899897,2652,2890,956.4211,1042.2537,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,17,17,0.888415,5117,5511,1845.4022,1987.495,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,15,29,0.882615,1234,1300,445.0315,468.8339,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,16,3,0.873939,1493,1599,538.4377,576.6657,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,10,27,0.871882,2163,2264,780.0674,816.4922,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,13,0,0.870694,6002,6541,2164.5699,2358.9556,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,12,6,0.868704,2154,2372,776.8216,855.4415,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,18,28,0.86413,1333,1411,480.7351,508.8651,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,19,16,0.834207,1430,1369,515.7172,493.7181,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,8,1,0.819197,17287,14971,6234.4085,5399.163,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,14,36,0.802606,1309,1458,472.0797,525.8152,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,26,30,0.751351,150,174,54.0962,62.7516,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,28,37,0.706294,116,128,41.8344,46.1621,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,29,23,0.688442,172,164,62.0303,59.1452,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,37,34,0.672727,317,327,114.3233,117.9298,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,32,24,0.645691,3546,2469,1278.8345,890.4237,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,TP,22,38,0.625724,1179,1627,425.1963,586.7636,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,23,-1,0.0,0,174,0,62.7516,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,27,-1,0.0,0,15465,0,5577.3199,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,30,-1,0.0,0,232,0,83.6688,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,34,-1,0.0,0,4919,0,1773.9952,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,35,-1,0.0,0,142,0,51.2111,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FP,38,-1,0.0,0,909,0,327.8231,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,4,0.0,2867,0,1033.959,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,12,0.0,3722,0,1342.3074,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,31,0.0,200,0,72.1283,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,32,0.0,30,0,10.8192,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,33,0.0,312,0,112.5202,0,0.46,False,baseline
ROSILHA-M-D_006_jpg.rf.de71085683e9c7eb460be0f184fb31ac.jpg,FN,-1,35,0.0,33,0,11.9012,0,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,7,16,0.964361,13442,13511,4847.7422,4872.6265,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,3,9,0.962277,14003,13983,5050.0621,5042.8492,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,11,5,0.956366,20371,20564,7346.6267,7416.2306,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,1,11,0.956287,12548,12782,4525.3287,4609.7189,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,10,8,0.955347,3327,3329,1199.8541,1200.5753,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,5,20,0.955053,17036,17109,6143.8876,6170.2144,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,21,3,0.949311,14231,14188,5132.2883,5116.7807,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,13,18,0.947407,7944,7830,2864.9356,2823.8225,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,15,23,0.940567,32761,31301,11814.9742,11288.4377,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,2,10,0.938464,5127,5174,1849.0087,1865.9588,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,0,19,0.937707,7271,7380,2622.2239,2661.5338,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,12,13,0.936435,3378,3324,1218.2468,1198.7722,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,9,12,0.936384,8550,8587,3083.4843,3096.8281,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,8,4,0.93225,5639,5541,2033.6571,1998.3142,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,17,0,0.930927,6498,6557,2343.4481,2364.7259,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,19,22,0.928808,3240,3154,1168.4783,1137.4631,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,6,6,0.927613,2050,1971,739.3149,710.8243,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,16,1,0.906298,3754,3753,1353.848,1353.4873,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,18,25,0.897382,3548,3626,1279.5559,1307.6859,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,14,24,0.891988,2117,2157,763.4779,777.9036,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,4,7,0.890557,2841,2825,1024.5823,1018.8121,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,20,17,0.85614,268,261,96.6519,94.1274,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,23,14,0.851116,2191,2372,790.1654,855.4415,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,22,2,0.850034,2637,2828,951.0115,1019.894,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,TP,24,15,0.774648,186,192,67.0793,69.2432,0.46,False,baseline
ROSILHA-M-D_009_jpg.rf.b52035c8fe5fd87e1eed76dc4bbe6a14.jpg,FN,-1,21,0.0,4411,0,1590.7894,0,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,2,10,0.952853,6925,6868,2497.4419,2476.8854,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,0,8,0.943308,5388,5444,1943.136,1963.332,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,4,9,0.941678,6107,6411,2202.4373,2312.0722,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,17,14,0.939978,7963,7939,2871.7878,2863.1324,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,7,6,0.923702,6132,6172,2211.4533,2225.8789,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,9,7,0.914817,2656,2694,957.8637,971.568,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,11,4,0.912817,5004,4891,1804.6497,1763.8972,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,3,13,0.91084,3995,4149,1440.7626,1496.3014,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,1,0,0.907934,3156,3289,1138.1843,1186.1497,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,5,11,0.906593,2209,2302,796.657,830.1966,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,8,3,0.900724,6119,6479,2206.7649,2336.5958,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,6,5,0.892788,2876,2950,1037.2048,1063.8922,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,10,12,0.874464,1483,1578,534.8312,569.0922,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,12,1,0.869325,1507,1540,543.4866,555.3879,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,13,17,0.807095,451,364,162.6493,131.2735,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,14,16,0.794632,830,708,299.3324,255.3341,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,19,15,0.743189,2738,2061,987.4363,743.282,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,TP,16,2,0.711684,559,569,201.5986,205.205,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,FP,15,-1,0.0,0,230,0,82.9475,0.46,False,baseline
ROSILHA-M-G_001_jpg.rf.3dab74a9f6c203f6aca8afc07a353bd2.jpg,FP,18,-1,0.0,0,5503,0,1984.6098,0.46,False,baseline
ROSILHA-M-G_005_jpg.rf.afae2fb85329c0fe56679d51ca1c64fd.jpg,TP,10,11,0.938329,23056,22958,8314.949,8279.6062,0.46,False,baseline
